,BINARY+,Basic-featuretime,CG-coeff-variation,CG-entropy,CG-featuretime,CG-max,CG-mean,CG-min,DIAMETER-coeff-variation,DIAMETER-entropy,DIAMETER-featuretime,DIAMETER-max,DIAMETER-mean,DIAMETER-min,HORNY-VAR-coeff-variation,HORNY-VAR-entropy,HORNY-VAR-max,HORNY-VAR-mean,HORNY-VAR-min,KLB-featuretime,LPSLack-coeff-variation,LPSLack-max,LPSLack-mean,LPSLack-min,LP_OBJ,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-entropy,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-VAR-entropy,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-stdev,Pre-featuretime,SP-bias-coeff-variation,SP-bias-max,SP-bias-mean,SP-bias-min,SP-bias-q10,SP-bias-q25,SP-bias-q50,SP-bias-q75,SP-bias-q90,SP-unconstraint-coeff-variation,SP-unconstraint-max,SP-unconstraint-mean,SP-unconstraint-min,SP-unconstraint-q10,SP-unconstraint-q25,SP-unconstraint-q50,SP-unconstraint-q75,SP-unconstraint-q90,TRINARY+,UNARY,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-entropy,VCG-CLAUSE-max,VCG-CLAUSE-mean,VCG-CLAUSE-min,VCG-VAR-coeff-variation,VCG-VAR-entropy,VCG-VAR-max,VCG-VAR-mean,VCG-VAR-min,VG-coeff-variation,VG-max,VG-mean,VG-min,cl-featuretime,cl-num-coeff-variation,cl-num-max,cl-num-mean,cl-num-min,cl-num-q10,cl-num-q25,cl-num-q50,cl-num-q75,cl-num-q90,cl-size-coeff-variation,cl-size-max,cl-size-mean,cl-size-min,cl-size-q10,cl-size-q25,cl-size-q50,cl-size-q75,cl-size-q90,cluster-coeff-coeff-variation,cluster-coeff-entropy,cluster-coeff-max,cluster-coeff-mean,cluster-coeff-min,cnfname,gsat_BestAvgImprovement_CoeffVariance,gsat_BestAvgImprovement_Mean,gsat_BestSolution_CoeffVariance,gsat_BestSolution_Mean,gsat_FirstLocalMinRatio_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,horn-clauses-fraction,lobjois-featuretime,lobjois-log-num-nodes-over-vars,lobjois-mean-depth-over-vars,lpIntRatio,lpTIME,ls-gsat-featuretime,ls-saps-featuretime,nclauses,nclausesOrig,nvars,nvarsOrig,reducedClauses,reducedVars,saps_BestAvgImprovement_CoeffVariance,saps_BestAvgImprovement_Mean,saps_BestSolution_CoeffVariance,saps_BestSolution_Mean,saps_FirstLocalMinRatio_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,sp-featuretime,unit-featuretime,vars-clauses-ratio,vars-reduced-depth-1,vars-reduced-depth-16,vars-reduced-depth-256,vars-reduced-depth-4,vars-reduced-depth-64
0,0.0,0.0,0.047446159,1.0715659640000001,0.02,0.016071428999999998,0.014076848999999999,0.013392857,0.0,-0.0,0.02,4.0,4.0,4.0,0.278745389,1.78269964,0.008928571,0.004654018,0.0008928569999999999,0.0,0.811128396,0.498569227,0.205554562,0.0,0.038356105,0.577292186,0.5681443970000001,1.0,0.503571429,0.333333333,0.62592365,0.090909091,0.028977272999999998,0.0,0.042362899,0.0,0.892932628,0.30520501899999997,0.093423458,0.000214957,0.011826633999999999,0.025289072000000003,0.057755087000000004,0.17173720399999998,0.224650535,0.138174253,0.097402589,0.076213395,0.044983489,0.061913728,0.067733255,0.077824983,0.084558663,0.088360014,1.0,0.0,0.0,-0.0,0.009375,0.009375,0.009375,0.062542503,0.893042896,0.010714286000000002,0.009375,0.008928571,0.062542503,0.021428571,0.01875,0.017857143,2.0,0.019532389,4091.0,3948.1428571429997,3819.0,3819.0,3915.0,3934.0,4001.0,4091.0,0.021974242,28.808797801,27.808391662,26.855459544000002,26.855459544000002,27.287867178000003,27.700534759,28.44561232,28.808797801,0.043539785,0.74994695,0.125,0.119520423,0.10526315800000001,sc18-all/20180322_164241329_p_cnf_320_1120_features_preprocessed.txt,0.403777,0.343957,0.294666,10.5377,0.124526,0.803439,0.0910667,63.479,64.0,56.0,71.0,0.49642857100000004,2.0,0.6815615359999999,0.410288043,0.246875,2.56,2.82,2.42,1120.0,1120.0,320.0,320.0,0.0,0.0,0.205504,0.816674,0.274954,13.8475,0.053795,0.822295,0.0893286,63.4439,63.0,56.0,71.0,0.02,0.0,0.28571428600000004,0.0,0.028125,0.3,0.0,0.3
0,0.77554023,0.04,0.80959345,4.326005965,15.92,0.001367816,0.0002942,6.3218e-05,0.101780074,1.020700564,2.02,9.0,8.317307692,5.0,0.412792731,2.9935623430000002,0.00034482800000000004,8.123e-05,0.0,0.62,0.0,0.0,0.0,0.0,-512.0,0.107156821,0.245174117,1.0,0.975952107,0.0,0.878240934,1.0,0.010819144,0.0,0.028561666,0.46,0.162519356,1.0,0.535037485,0.006787021999999999,0.432664444,0.48601511700000005,0.547377066,0.591555788,0.631379159,1.760951102,0.111417912,0.00725118,0.0,3.0804e-05,0.00022574299999999998,0.002422805,0.008589727,0.023480222000000002,0.7833448279999999,0.0,0.7195252190000001,0.697209321,0.00041895800000000004,0.00016587400000000002,0.000104739,0.38987550200000004,3.028631885,0.00034482800000000004,0.00016587400000000002,5.7471000000000006e-05,0.375214916,0.000706897,0.000331488,0.00010344799999999999,2.0,0.272786737,504.0,276.217391304,213.0,232.0,233.0,247.0,277.0,418.0,0.107249825,42.366445915999996,32.06911482,28.920833333,29.072961373000002,29.307692308000004,30.334710744000002,34.387878788,36.831349206,0.518782581,2.438517189,0.274725275,0.061464952999999996,0.008438819,sc18-all/CNP-5-800_features_preprocessed.txt,0.525176,0.550524,0.0366294,1215.29,0.00168355,0.967283,0.012748,5989.07,5989.0,5897.0,6029.0,0.77554023,2.0,0.25224355600000004,0.18855320899999997,0.0,65.2,2.38,2.16,174000.0,183111.0,19095.0,24085.0,0.052362069000000004,0.261324954,0.542611,2.22735,0.27577,1158.67,0.0104309,0.967098,0.0113488,6065.83,6068.0,5969.0,6109.0,2.12,0.52,0.109741379,0.0,0.000104739,0.001780571,0.0,0.00041895800000000004
0,0.078030595,-0.0,0.507897658,3.230862287,2.14,0.016952693,0.000442079,0.00011248200000000001,0.23339985,0.771206444,2.02,8.0,6.321389794,5.0,0.35180303799999996,2.128285971,0.00028924,0.000149056,4.8207e-05,0.24,0.0,0.0,0.0,0.0,-512.0,0.426581599,1.01271041,1.0,0.39361930100000003,0.0,1.354128635,0.666666667,0.061841849000000004,0.0,0.152987395,0.38,1.5758802109999999,0.596117297,0.091282379,0.0,3.86e-07,3.449e-06,0.015822452,0.133311622,0.244652228,1.34310487,0.33402029699999997,0.04238473,0.00018864200000000001,0.001223188,0.023010206000000002,0.027570063,0.041541108,0.06592701,0.600205682,0.0,1.728006198,0.910786242,0.044450199,0.000294094,0.00017262200000000002,0.328164009,2.472463074,0.0006106180000000001,0.000294094,0.00011248200000000001,3.352773139,0.008323691999999999,0.000501673,6.4276e-05,2.0,0.372565634,636.0,299.693548387,82.0,181.0,245.0,277.0,341.0,436.0,0.258857913,19.368794326,10.044168057,5.219512195,7.126099707000001,8.114035088,10.082677165,11.125373134,12.91015625,0.267801109,3.216209736,0.515151515,0.282784473,0.015896524,sc18-all/cms-scheel-md4-families-r24-c5-p1-5-10-12-18_features_preprocessed.txt,0.339735,0.285377,0.0348303,742.328,0.00734266,0.861065,0.0146178,2307.22,2308.0,2265.0,2349.0,0.531109397,2.0,0.176344695,0.071042675,0.0,71.18,2.38,2.14,62232.0,94137.0,11586.0,29690.0,0.512678365,1.562575522,0.250278,0.561434,0.164437,450.579,0.0131106,0.820471,0.0146659,2308.21,2306.0,2263.0,2349.0,1.68,0.1,0.186174315,8.631100000000001e-05,0.001380977,0.200500604,0.00034524400000000003,0.026929052000000002
0,0.22157385,0.16,-0.0,-512.0,20.06,0.0,-1.0,-1.0,0.045266327,0.36221055700000004,2.06,8.0,7.117647058999999,7.0,1.29637157,2.84936201,9.052600000000001e-05,1.8187e-05,0.0,33.12,0.0,0.0,0.0,0.0,-512.0,0.679522518,1.056631106,1.0,0.41604572799999995,0.0,2.617975871,1.0,0.330305319,0.0,0.306796219,4.62,0.631119888,1.0,0.426551987,0.0,0.069078461,0.234441355,0.39839001,0.591825603,0.8651656190000001,0.492874928,1.0,0.299061653,0.001305223,0.109774669,0.18352732100000002,0.30169245899999997,0.40897097600000004,0.477533717,0.9175657840000001,0.0,1.3516421790000002,0.964806534,0.00030341900000000003,2.7189e-05,1.4113e-05,1.633210045,2.746285543,0.000160639,2.7189e-05,8.88e-07,1.579142311,0.000386065,4.0813000000000004e-05,8.88e-07,2.0,0.541863864,221.0,142.75,15.0,15.0,156.0,179.0,221.0,221.0,0.39542163399999997,40.666666667,29.911527718000002,10.461538462,10.461538462,30.530726256999998,37.987179487,40.666666667,40.666666667,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/TimetableCNFEncoding_8_UNKNOWN_features_preprocessed.txt,0.0,3.46759,0.0,6425.0,0.0,0.989609,0.0,36934.0,36934.0,36934.0,36934.0,0.926633433,2.0,0.108425116,0.033930344,0.0,60.78,2.68,2.72,1126753.0,1187797.0,141718.0,205504.0,0.05417691400000001,0.450091026,0.0,13.3092,0.0,45914.0,0.0,1.39717,0.0,0.0,0.0,0.0,0.0,5.84,1.1,0.125775569,0.0,0.0,0.027604115,0.0,0.0
0,0.857808858,-0.0,1.461355281,3.3675993369999997,0.06,0.188811189,0.016195667,0.003108003,0.06467493,0.25219952100000004,0.02,4.0,3.9305555560000003,3.0,0.293824678,2.4969309490000002,0.014763015,0.007959782,0.001554002,-0.0,1.6176114080000001,0.5,0.138248848,0.0,-0.002331002,0.161076806,0.660543864,1.0,0.9521392890000001,0.0,3.4783927039999996,0.6190476189999999,0.261418606,0.0,0.14181163,0.02,0.128345996,0.918975695,0.787305618,0.229705149,0.651297964,0.747784392,0.8124361729999999,0.853344364,0.882380967,0.264361871,0.296648654,0.15625481300000002,0.081778039,0.106356009,0.126470056,0.1546012,0.18131339,0.20883216699999999,0.877233877,0.0,1.068145952,0.801467638,0.115207373,0.01402182,0.00921659,0.21692930100000002,2.6651152,0.023310023,0.01402182,0.008547009,0.39369697600000003,0.063714064,0.027391963,0.009324009,1.98,0.108555317,4456.0,4143.25,3254.0,3254.0,4283.0,4400.0,4454.0,4456.0,0.082658074,63.239397663999995,56.484857582,49.274807378,49.274807378,52.16973507,57.8503156,62.083142857,63.239397663999995,0.46473504,3.2050907669999997,0.4,0.20054439699999999,0.011333738000000001,sc18-all/gto_p50c307_features_preprocessed.txt,0.174849,2.69786,0.0244741,1.0006,0.00489419,0.985516,0.0921262,73.4763,73.0,65.0,82.0,0.861693862,2.0,0.9765966309999999,0.774430187,0.723502304,0.04,2.54,1.86,1287.0,4036.0,217.0,613.0,2.135975136,1.824884793,0.130824,2.97543,0.444605,1.426,0.00527896,0.987084,0.0929791,73.5453,74.0,65.0,82.0,0.0,0.02,0.16860916899999998,0.0,0.0,0.17972350199999998,0.0,0.00921659
0,0.076928016,-0.0,0.5083859,3.235255562,2.14,0.016936364,0.000442435,0.00011237399999999999,0.22853795899999998,0.857176451,2.02,8.0,6.393075356000001,5.0,0.354280026,2.12764831,0.000272908,0.000148772,4.816e-05,0.24,0.0,0.0,0.0,0.0,-512.0,0.425982837,1.01270491,1.0,0.39427767399999997,0.0,1.354414623,0.666666667,0.063373832,0.0,0.155746049,0.38,1.569717066,0.596442612,0.09153084800000001,0.0,3.56e-07,3.437e-06,0.015974559,0.13353078,0.244650112,1.3457250280000002,0.334094358,0.042883526,0.000195295,0.001378506,0.023017387,0.027570246,0.041541463,0.07932819099999999,0.600462339,0.0,1.727917339,0.9094205329999999,0.044339217,0.00029376900000000004,0.00017219099999999998,0.329193025,2.478881896,0.00061003,0.00029376900000000004,0.00011237399999999999,3.3449893619999997,0.008315675,0.000501729,6.421399999999999e-05,1.98,0.277881412,357.0,185.346153846,90.0,122.0,152.0,182.0,211.0,243.0,0.246161081,13.231759657000001,7.988675647999999,3.85106383,5.225988701,6.888157895,8.117346938999999,9.029411765,10.473684211,0.26795940100000004,3.2249382289999997,0.515151515,0.28258147699999997,0.015896524,sc18-all/cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19_features_preprocessed.txt,0.610583,0.302242,0.0805439,746.435,0.0118698,0.862492,0.0144167,2313.42,2317.0,2269.0,2353.0,0.530983112,2.0,0.2110306,0.06732289400000001,0.0,70.22,2.5,2.1,62292.0,94139.0,11615.0,29691.0,0.511253451,1.5562634519999998,0.28828,0.57541,0.184451,447.474,0.0133962,0.820614,0.0131471,2304.79,2311.0,2261.0,2330.0,1.7,0.08,0.186460541,8.6096e-05,0.001377529,0.17003874300000002,0.00034438199999999996,0.026861817000000003
0,0.10617410699999999,0.2,-0.0,-512.0,20.12,0.0,-1.0,-1.0,0.0,-0.0,2.12,4.0,4.0,4.0,3.0864714560000004,2.283890173,0.002148868,4.6841e-05,0.0,6.0,0.0,0.0,0.0,0.0,-512.0,0.485280889,0.41415231,1.0,0.348540002,0.0,1.5220389419999998,1.0,0.088535081,0.0,0.145839226,3.34,0.37143291100000003,1.0,0.6916494959999999,4.6216000000000006e-05,0.29516560399999997,0.565143066,0.707461955,0.925816383,0.981074152,1.7847148940000002,0.159105739,0.009735266,-0.0,1e-08,5.870000000000001e-07,0.000673733,0.01465858,0.029806062,0.9992060429999999,0.0,0.268945265,0.34660073700000005,0.000565583,4.8448999999999996e-05,3.327e-05,2.988003523,2.4615984109999998,0.002150033,4.8448999999999996e-05,5.83e-07,4.265587011,0.0035474670000000003,6.0073999999999994e-05,1.0485e-05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/sqrt_Householder_pseudoconstant_true-unreach-call.c_features_preprocessed.txt,0.0,7.40195,0.0,4262.0,0.0,0.98249,0.0,18555.0,18555.0,18555.0,18555.0,0.9739427209999999,2.0,0.09357832199999999,0.024886888,0.0,62.52,2.86,2.82,1716718.0,1752053.0,60115.0,74124.0,0.02058288,0.23303668,0.0,16.1292,0.0,14806.0,0.0,1.06748,0.0,0.0,0.0,0.0,0.0,5.84,27.28,0.035017399,0.0,0.00031606099999999997,0.015636696000000002,0.0,0.003277052
0,0.10617410699999999,0.2,-0.0,-512.0,20.12,0.0,-1.0,-1.0,0.0,-0.0,2.12,4.0,4.0,4.0,3.0864714560000004,2.283890173,0.002148868,4.6841e-05,0.0,6.0,0.0,0.0,0.0,0.0,-512.0,0.485280889,0.41415231,1.0,0.348540002,0.0,1.5220389419999998,1.0,0.088535081,0.0,0.145839226,3.34,0.37143291100000003,1.0,0.6916494959999999,4.6216000000000006e-05,0.29516560399999997,0.565143066,0.707461955,0.925816383,0.981074152,1.7847148940000002,0.159105739,0.009735266,-0.0,1e-08,5.870000000000001e-07,0.000673733,0.01465858,0.029806062,0.9992060429999999,0.0,0.268945265,0.34660073700000005,0.000565583,4.8448999999999996e-05,3.327e-05,2.988003523,2.4615984109999998,0.002150033,4.8448999999999996e-05,5.83e-07,4.265587011,0.0035474670000000003,6.0073999999999994e-05,1.0485e-05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/sqrt_Householder_pseudoconstant_true-unreach-call.c_features_preprocessed.txt,0.0,7.40195,0.0,4262.0,0.0,0.98249,0.0,18555.0,18555.0,18555.0,18555.0,0.9739427209999999,2.0,0.09357832199999999,0.024886888,0.0,62.52,2.86,2.82,1716718.0,1752053.0,60115.0,74124.0,0.02058288,0.23303668,0.0,16.1292,0.0,14806.0,0.0,1.06748,0.0,0.0,0.0,0.0,0.0,5.84,27.28,0.035017399,0.0,0.00031606099999999997,0.015636696000000002,0.0,0.003277052
0,0.10617410699999999,0.2,-0.0,-512.0,20.12,0.0,-1.0,-1.0,0.0,-0.0,2.12,4.0,4.0,4.0,3.0864714560000004,2.283890173,0.002148868,4.6841e-05,0.0,6.0,0.0,0.0,0.0,0.0,-512.0,0.485280889,0.41415231,1.0,0.348540002,0.0,1.5220389419999998,1.0,0.088535081,0.0,0.145839226,3.34,0.37143291100000003,1.0,0.6916494959999999,4.6216000000000006e-05,0.29516560399999997,0.565143066,0.707461955,0.925816383,0.981074152,1.7847148940000002,0.159105739,0.009735266,-0.0,1e-08,5.870000000000001e-07,0.000673733,0.01465858,0.029806062,0.9992060429999999,0.0,0.268945265,0.34660073700000005,0.000565583,4.8448999999999996e-05,3.327e-05,2.988003523,2.4615984109999998,0.002150033,4.8448999999999996e-05,5.83e-07,4.265587011,0.0035474670000000003,6.0073999999999994e-05,1.0485e-05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/sqrt_Householder_pseudoconstant_true-unreach-call.c_features_preprocessed.txt,0.0,7.40195,0.0,4262.0,0.0,0.98249,0.0,18555.0,18555.0,18555.0,18555.0,0.9739427209999999,2.0,0.09357832199999999,0.024886888,0.0,62.52,2.86,2.82,1716718.0,1752053.0,60115.0,74124.0,0.02058288,0.23303668,0.0,16.1292,0.0,14806.0,0.0,1.06748,0.0,0.0,0.0,0.0,0.0,5.84,27.28,0.035017399,0.0,0.00031606099999999997,0.015636696000000002,0.0,0.003277052
0,0.456745623,0.0,0.331882797,1.906212739,0.02,0.017507724,0.0072663369999999994,0.003089598,0.075324856,1.24748887,0.02,13.0,11.554852320999998,10.0,0.135468552,0.510845949,0.004634398,0.002124776,0.001544799,0.0,2.852849552,0.5,0.049473684000000004,0.0,0.041967044,0.394215561,1.0385099070000001,1.0,0.709543426,0.0,0.49774690299999996,1.0,0.018640342,0.0,0.076656263,0.0,0.23520886100000002,1.0,0.45930601299999996,0.017831958999999998,0.27873098,0.48183937200000004,0.48860418,0.489735266,0.523879006,0.109746997,0.127880011,0.049950949,0.041262787,0.046640677,0.04874321400000001,0.050461274,0.050531497,0.05057665,0.505149331,0.0,0.329114187,0.9430508790000001,0.010526316,0.006442626,0.004210526,0.110547282,0.667780143,0.009268795,0.006442626,0.002574665,0.10877275199999999,0.007209063000000001,0.005012738,0.003089598,1.98,0.221708853,3855.0,2528.5625,1864.0,2020.0,2243.0,2378.0,2814.0,3844.0,0.158547476,28.246692606999996,22.418943678,14.89430223,15.897532189000001,20.213208316,23.477171301,25.357440166,26.404059041,0.322568032,2.028776257,0.4,0.158549642,0.071428571,sc18-all/mchess_19_features_preprocessed.txt,0.312011,0.767062,0.734926,2.02882,0.0234483,0.869435,0.0769137,96.9166,97.0,87.0,107.0,0.48867147299999997,2.0,0.9689386109999999,0.5887880670000001,0.869473684,0.12,2.74,2.4,1942.0,2295.0,475.0,684.0,0.18177137,0.44,0.180866,1.27645,0.936533,5.13572,0.0284909,0.877909,0.0785118,96.8769,97.0,87.0,107.0,0.04,0.0,0.244593203,0.0,0.0,0.145263158,0.0,0.0
0,0.021467805,0.06,-0.0,-512.0,20.04,0.0,-1.0,-1.0,0.026724176000000002,1.037976174,2.04,27.0,25.62745098,24.0,0.604401611,2.202345775,0.000114904,1.7944e-05,3.482e-06,12.5,0.0,0.0,0.0,0.0,-512.0,0.37132808,0.825268013,1.0,0.37945973899999996,0.0,0.49069656799999994,0.5,0.007994131,0.0,0.027391977,1.58,2.9167859430000003,0.835666275,0.03589776,0.0,3.8108e-05,0.000145212,0.001055694,0.009003133,0.050986997,1.05173232,0.18967943,0.020429439,0.0,6.5297e-05,0.0046814479999999995,0.019716552,0.02950519,0.047376527,0.722697795,0.0,0.14893436300000001,0.6877575020000001,0.000136726,3.71e-05,2.2788000000000003e-05,0.6155126879999999,2.08252101,0.000229807,3.71e-05,1.2187e-05,0.605650857,0.000118385,1.6679e-05,6.964e-06,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/satcoin-genesis-SAT-9_features_preprocessed.txt,0.352834,0.756597,0.0667377,7448.5,0.00575986,0.895504,0.00681731,16803.0,16803.0,16722.0,16722.0,0.48865850200000005,2.06,0.04358236099999999,0.018231226,0.0,60.1,2.4,2.38,574395.0,648806.0,87767.0,134781.0,0.12954674,0.535668304,0.0,3.81961,0.0,21748.0,0.0,1.52429,0.0,0.0,0.0,0.0,0.0,3.4,4.68,0.152799032,0.0,0.00038738900000000003,0.00419292,1.1394000000000001e-05,0.00419292
0,0.17694708399999998,0.0,1.201371273,4.373918349,17.34,0.038520882,0.0013229,0.0001052,0.10192544199999999,1.436115873,2.02,13.0,10.745499182,8.0,1.43853422,2.213344352,0.002717677,0.000148884,3.5067e-05,0.18,0.0,0.0,0.0,0.0,-512.0,0.70913262,1.157625142,1.0,0.309809968,0.0,1.6292953780000001,1.0,0.062175898,0.0,0.10369272199999999,0.24,0.9032097859999999,1.0,0.31806023699999997,0.0,0.00186259,0.046159275,0.32414500399999996,0.453401021,0.829155767,1.039421147,0.290597487,0.044291295,-0.0,0.005213767,0.020330887,0.027784167000000002,0.05750878,0.123311074,0.771171582,0.0,0.513630995,1.063126978,0.004683169,0.000302137,0.00019115,1.551698856,2.5151274619999997,0.006838026,0.000302137,0.000122734,1.213056472,0.003331346,0.000303633,7.0134e-05,1.98,0.213241047,1033.0,735.666666667,483.0,483.0,625.0,767.0,821.0,1033.0,0.281959206,42.230490018000005,29.682325631999998,10.957597173,10.957597173,28.136419001,31.5552,33.627329193,42.230490018000005,0.9019511440000001,3.395163845,0.9053973009999999,0.18225925899999998,0.001117113,sc18-all/dist7.c_features_preprocessed.txt,1.15649,0.154776,0.148683,559.853,0.014396,0.834771,0.0184597,1963.24,1962.5,1912.0,2000.0,0.5523547360000001,2.0,0.521585916,0.069480853,0.0,44.08,2.54,2.14,57034.0,68149.0,10463.0,15276.0,0.194883754,0.46000191100000004,1.27901,0.666589,1.38341,477.944,0.252495,0.859212,0.249989,1850.56,1960.0,1918.0,2001.0,0.76,0.0,0.18345197600000002,0.000286725,0.000286725,0.000286725,0.000286725,0.000286725
0,0.092275143,0.02,-0.0,-512.0,20.02,0.0,-1.0,-1.0,0.0,-0.0,2.02,5.0,5.0,5.0,1.713371098,2.102227434,0.000569285,8.2128e-05,8.497e-06,0.38,0.0,0.0,0.0,0.0,-512.0,1.070076973,0.95664075,1.0,0.213834804,0.0,1.6497089930000002,1.0,0.11292656,0.0,0.19550347199999998,0.56,0.624364764,1.0,0.527626977,0.0,0.07825623799999999,0.234879865,0.527066458,0.8544671840000001,0.977244848,0.837083253,0.22352831,0.058536197000000005,0.0,0.0,0.0040280870000000005,0.062559034,0.09088039699999999,0.11676636900000001,0.57829155,0.0,0.21553760600000002,0.9601209829999999,0.000810154,0.000225832,0.000135026,1.6832393380000001,2.108724135,0.001130073,0.000225832,8.497e-06,1.612913564,0.0009049080000000001,0.000181078,8.497e-06,2.0,0.33869333,2043.0,1317.666666667,668.0,668.0,1046.0,1465.0,1616.0,2043.0,0.224640544,28.254038179000002,21.404379256,13.103293413,13.103293413,17.691204589,23.173220974,23.426361386,28.254038179000002,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/course_flat_0.16_2018_3_features_preprocessed.txt,2.12345,1.36382,1.33579,377.571,0.0423118,0.969774,0.44133,2999.71,3486.0,0.0,3510.0,0.419308106,2.0,0.198634879,0.061946903,0.0,60.48,2.3,2.14,235383.0,297261.0,14812.0,39544.0,0.262882196,1.669727248,1.65356,6.04559,2.148,1413.2,0.180394,1.0327,0.559464,2792.8,3502.0,0.0,3505.0,2.4,0.1,0.062927229,0.001215231,0.034904132000000004,0.07851741799999999,0.005130975,0.07851741799999999
0,0.092275143,0.02,-0.0,-512.0,20.02,0.0,-1.0,-1.0,0.0,-0.0,2.02,5.0,5.0,5.0,1.713371098,2.102227434,0.000569285,8.2128e-05,8.497e-06,0.38,0.0,0.0,0.0,0.0,-512.0,1.070076973,0.95664075,1.0,0.213834804,0.0,1.6497089930000002,1.0,0.11292656,0.0,0.19550347199999998,0.56,0.624364764,1.0,0.527626977,0.0,0.07825623799999999,0.234879865,0.527066458,0.8544671840000001,0.977244848,0.837083253,0.22352831,0.058536197000000005,0.0,0.0,0.0040280870000000005,0.062559034,0.09088039699999999,0.11676636900000001,0.57829155,0.0,0.21553760600000002,0.9601209829999999,0.000810154,0.000225832,0.000135026,1.6832393380000001,2.108724135,0.001130073,0.000225832,8.497e-06,1.612913564,0.0009049080000000001,0.000181078,8.497e-06,2.0,0.33869333,2043.0,1317.666666667,668.0,668.0,1046.0,1465.0,1616.0,2043.0,0.224640544,28.254038179000002,21.404379256,13.103293413,13.103293413,17.691204589,23.173220974,23.426361386,28.254038179000002,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/course_flat_0.16_2018_3_features_preprocessed.txt,2.12345,1.36382,1.33579,377.571,0.0423118,0.969774,0.44133,2999.71,3486.0,0.0,3510.0,0.419308106,2.0,0.198634879,0.061946903,0.0,60.48,2.3,2.14,235383.0,297261.0,14812.0,39544.0,0.262882196,1.669727248,1.65356,6.04559,2.148,1413.2,0.180394,1.0327,0.559464,2792.8,3502.0,0.0,3505.0,2.4,0.1,0.062927229,0.001215231,0.034904132000000004,0.07851741799999999,0.005130975,0.07851741799999999
0,0.0,0.0,0.046026562,1.047941264,0.02,0.016071428999999998,0.014067283,0.013392857,0.0,-0.0,0.02,4.0,4.0,4.0,0.291386788,1.794775765,0.008035714000000001,0.004494978,0.0008928569999999999,0.0,0.759540703,0.490388014,0.211929161,0.0,0.046792347000000005,0.577039866,0.57565563,1.0,0.5083333329999999,0.333333333,0.651230015,0.090909091,0.032386364,0.0,0.043535484000000006,0.0,0.8524394129999999,0.270488622,0.09502804699999999,0.000189349,0.009504881,0.024933205,0.060814388,0.18006021600000002,0.216015595,0.12848035900000002,0.09674478800000001,0.076183088,0.051380391,0.062738835,0.069365827,0.077220028,0.083622139,0.08865919,1.0,0.0,0.0,-0.0,0.009375,0.009375,0.009375,0.05976143,0.8765117579999999,0.010714286000000002,0.009375,0.008928571,0.05976143,0.021428571,0.01875,0.017857143,1.98,0.029085,4209.0,3985.714285714,3890.0,3890.0,3892.0,3906.0,4100.0,4209.0,0.029937506000000003,29.283440246999998,27.742217781999997,26.54994877,26.54994877,27.150287571999996,27.496658098,28.24097561,29.283440246999998,0.042411262000000005,0.7218007,0.125,0.11958407800000001,0.10526315800000001,sc18-all/20180322_164224543_p_cnf_320_1120_features_preprocessed.txt,0.388385,0.341118,0.248594,11.0496,0.0503046,0.80217,0.0879891,63.3149,63.0,56.0,71.0,0.479464286,2.0,0.667545297,0.40939638700000003,0.215625,2.72,2.94,2.38,1120.0,1120.0,320.0,320.0,0.0,0.0,0.2062,0.814541,0.242555,14.3539,0.0540398,0.823063,0.090749,63.1377,63.0,56.0,70.0,0.02,0.0,0.28571428600000004,0.0,0.025,0.31875,0.0,0.31875
