cnfname_x,dataset,cnf_basename,train_test_x,neighbours_conn,center_conn,close_nodes_ratio,spath_length_avg,ind_dif_avg,spath_ind_dif,ind_spath_ratio,sel_nodes_ratio,cnfname_y,train_test_y,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,DIAMETER-mean_preprocessed,DIAMETER-coeff-variation_preprocessed,DIAMETER-min_preprocessed,DIAMETER-max_preprocessed,DIAMETER-entropy_preprocessed,DIAMETER-featuretime_preprocessed,cl-num-mean,cl-num-coeff-variation,cl-num-min,cl-num-max,cl-num-q90,cl-num-q10,cl-num-q75,cl-num-q25,cl-num-q50,cl-size-mean,cl-size-coeff-variation,cl-size-min,cl-size-max,cl-size-q90,cl-size-q10,cl-size-q75,cl-size-q25,cl-size-q50,cl-featuretime,SP-bias-mean_preprocessed,SP-bias-coeff-variation_preprocessed,SP-bias-min_preprocessed,SP-bias-max_preprocessed,SP-bias-q90_preprocessed,SP-bias-q10_preprocessed,SP-bias-q75_preprocessed,SP-bias-q25_preprocessed,SP-bias-q50_preprocessed,SP-unconstraint-mean_preprocessed,SP-unconstraint-coeff-variation_preprocessed,SP-unconstraint-min_preprocessed,SP-unconstraint-max_preprocessed,SP-unconstraint-q90_preprocessed,SP-unconstraint-q10_preprocessed,SP-unconstraint-q75_preprocessed,SP-unconstraint-q25_preprocessed,SP-unconstraint-q50_preprocessed,sp-featuretime_preprocessed,vars-reduced-depth-1_preprocessed,vars-reduced-depth-4_preprocessed,vars-reduced-depth-16_preprocessed,vars-reduced-depth-64_preprocessed,vars-reduced-depth-256_preprocessed,unit-featuretime_preprocessed,LP_OBJ,LPSLack-mean,LPSLack-coeff-variation,LPSLack-min,LPSLack-max,lpIntRatio,lpTIME,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars_preprocessed,lobjois-log-num-nodes-over-vars_preprocessed,lobjois-featuretime_preprocessed,cnfname,orig_runtime,preprocessed_runtime,Unnamed: 0,DIAMETER-coeff-variation_orig,DIAMETER-entropy_orig,DIAMETER-featuretime_orig,DIAMETER-max_orig,DIAMETER-mean_orig,DIAMETER-min_orig,SP-bias-coeff-variation_orig,SP-bias-max_orig,SP-bias-mean_orig,SP-bias-min_orig,SP-bias-q10_orig,SP-bias-q25_orig,SP-bias-q50_orig,SP-bias-q75_orig,SP-bias-q90_orig,SP-unconstraint-coeff-variation_orig,SP-unconstraint-max_orig,SP-unconstraint-mean_orig,SP-unconstraint-min_orig,SP-unconstraint-q10_orig,SP-unconstraint-q25_orig,SP-unconstraint-q50_orig,SP-unconstraint-q75_orig,SP-unconstraint-q90_orig,lobjois-featuretime_orig,lobjois-log-num-nodes-over-vars_orig,lobjois-mean-depth-over-vars_orig,name,sp-featuretime_orig,unit-featuretime_orig,vars-reduced-depth-1_orig,vars-reduced-depth-16_orig,vars-reduced-depth-256_orig,vars-reduced-depth-4_orig,vars-reduced-depth-64_orig
sc14-app_train_preprocessed/dated-10-13-u_preprocessed.cnf,sc14-app,dated-10-13-u.cnf,train,0.111493164,0.103338547,0.992514174,14,60297,60283,4306,0.5,sc14-app_train_preprocessed/dated-10-13-u_preprocessedi_features_preprocessed.txt,train,180608,815261,51152,300209,2.530810135,1.715644767,3.34,0.170387963,0.486308776,0.885248963,0,1,1.317938038,5.07E-05,0.408757702,3.91E-05,0.000234595,0.976496291,0,0.609005726,0.918017115,0.04,5.07E-05,0.45675658,2.00E-05,0.000129909,2.77711834,0.246124884,0.162487298,0,0.764705882,3.131865654,2.83E-05,0.49985203,0,0.000103261,2.69880162,0.626443578,5.00E-05,0.466351758,1.33E-05,0.000133241,4.22,6.83E-05,0.581553778,9.99E-06,0.000269812,3.512790963,0.152108651,0.630400192,0.026498043,0.611111111,3.258536371,7.24,15.3030303,0.03003119,15,16,0.613410049,2.02,57,0,57,57,57,57,57,57,57,19.19298246,0,19.19298246,19.19298246,19.19298246,19.19298246,19.19298246,19.19298246,19.19298246,2,0.527304879,0.571663028,1.00E-09,0.983389314,0.847664551,0.047553303,0.792127773,0.233890835,0.639009799,0.014015373,0.906392355,3.75E-07,0.212584083,0.030436678,1.71E-05,0.02386671,0.001063195,0.012431202,2.68,0.00183766,0.146543635,0.146543635,0.146543635,0.146543635,1.1,-512,0,0,0,0,0,64,4742,0,16966,0,16966,16966,16966,2.44456,0,0.9517,0,2.18,3413.5,1.41747,12645.5,0.666721,16816.5,0,16924,1.27628,1.09882,0.974918,0.171407,2.26,0.220300883,0.71217113,2.06,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/dated-10-13-u.cnf,947.78,699.734,40,0.034304757,0.676926293,2.02,16,14.3442623,14,0.570815336,0.985199471,0.527601412,1.00E-09,0.047962956,0.234468009,0.635919059,0.791173441,0.85182452,0.90082121,0.205769818,0.014343719,2.97E-07,1.77E-05,0.001077638,0.01243149,0.02437478,0.030875727,2,0.718633494,0.21213487,./feature_computations/dated-10-13-u_features_orig.csv,2.56,24.46,6.10E-05,0.008800098,0.137122998,0.003109503,0.03583042
sc14-app_train_preprocessed/UR-20-10p1_preprocessed.cnf,sc14-app,UR-20-10p1.cnf,train,0.128080395,0.122065846,0.989785291,14,85918,85904,6137,0.5,sc14-app_train_preprocessed/UR-20-10p1_preprocessedi_features_preprocessed.txt,train,259234,1387934,137652,959429,0.883256328,0.446625024,6.06,0.143472836,0.481053848,0.854049633,0,1,1.448704787,2.05E-05,0.462446316,1.45E-05,7.26E-05,1.118594236,0,0.513648222,0.867260631,0.18,2.05E-05,0.716851239,7.30E-06,7.30E-05,3.224062486,0.229593368,0.15045335,0,0.84,3.057059448,1.03E-05,0.823914415,0,5.00E-05,3.091728856,0.584362157,2.24E-05,0.626982286,5.21E-06,8.65E-05,30.4,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,17.66666667,0.037735849,16,18,0.683738906,2.08,6,1,0,12,12,0,12,0,12,26.54166667,1,0,53.08333333,53.08333333,0,53.08333333,0,53.08333333,2,0.542157365,0.585528711,3.00E-09,0.965764412,0.883668854,0.059051381,0.837879498,0.241360195,0.644438693,0.01763343,1.058266996,8.20E-08,0.237427725,0.044146691,1.48E-05,0.024174906,0.001205479,0.014151573,5.56,0.123056694,0.124393398,0.479397321,0.479397321,0.479397321,5.98,-512,0,0,0,0,0,63.86,110354,0,0,0,0,0,0,6.78592,0,2.84295,0,2.52,16547,0,0,0,0,0,0,2.99941,0,1.10767,0,2.52,0.159344434,0.58633624,2.02,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/UR-20-10p1.cnf,4835.98,2623.67,92,0.017092746,0.408697725,2.01,20,19.03571429,18,0.506083575,1,0.631314114,2.00E-09,0.091489165,0.336683912,0.775610339,0.876251268,0.96468304,0.953364294,0.081761611,0.016454361,0,2.79E-07,0.001613389,0.012212672,0.027683127,0.040628232,2.02,0.538898924,0.150940125,./feature_computations/UR-20-10p1_features_orig.csv,4.57,1.35,0.001848965,0.066707755,0.375173114,0.00739586,0.375173114
sc14-app_train_preprocessed/AProVE09-06_preprocessed.cnf,sc14-app,AProVE09-06.cnf,train,0.111738923,0.098165584,0.998576273,6,25749,25743,4291,0.5,sc14-app_train_preprocessed/AProVE09-06_preprocessedi_features_preprocessed.txt,train,77262,263137,37688,193013,1.050042454,0.363312316,1.24,0.195261459,0.452046902,0.779990875,0,1,1.409889774,8.64E-05,0.279061975,5.31E-05,0.000716408,1.087572018,0,0.166817779,0.612808464,0.04,8.64E-05,1.084503918,3.63E-05,0.003305477,2.013708229,0.048384458,0.08358657,0,0.891891892,1.330194449,3.69E-05,1.556393815,5.18E-06,0.002030951,2.159140346,0.46678203,4.37E-05,2.19587832,2.07E-05,0.00326921,2.32,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,8.415841584,0.077110445,7,10,0.978839183,2.02,754,0.324264455,538,1194,1194,538,846,585,607,11.90010282,0.154584965,9.408921933,14.14871795,14.14871795,9.408921933,13.56532663,10.22104019,12.15650741,2,0.194000416,0.910585096,0,0.999986425,0.401816275,0.001444468,0.340952859,0.011307973,0.132801154,0.040751344,1.001330475,0,0.318540658,0.056553872,0.021302568,0.047250835,0.023743702,0.028401876,2.54,2.65E-05,5.31E-05,0.001220548,0.002998302,0.216116536,1.98,-512,0,0,0,0,0,64.26,1485,0,7388,0,7388,7388,7388,0.35244,0,0.798257,0,2.2,2779.29,0.0213002,7312.43,0.00623585,7301,7274,7335,0.242454,0.189912,0.84553,0.00508499,2.28,0.045263472,0.441863752,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/AProVE09-06.cnf,1268.83,561.498,450,0.077916139,1.049219037,2.01,10,9.07860262,7,0.912932165,0.99957059,0.192877041,0,0.00145801,0.010941055,0.131695848,0.340816219,0.400898685,0.938430299,0.30823216,0.039871341,0,0.021320929,0.023730712,0.028399914,0.047199444,0.055456763,2,0.481817822,0.04437282,./feature_computations/AProVE09-06_features_orig.csv,2.15,1.86,0,0.430662188,0.441991896,0,0.434660909
sc14-app_train_preprocessed/gss-22-s100_preprocessed.cnf,sc14-app,gss-22-s100.cnf,train,0.139890013,0.154584844,0.916497976,7,10469,10462,1495,0.5,sc14-app_train_preprocessed/gss-22-s100_preprocessedi_features_preprocessed.txt,train,31616,95110,13870,57471,1.279452055,0.654921613,0.66,0.24133911,0.486292226,0.907595096,0,1,1.35951532,0.000210796,1.021485589,0.000144196,0.002379236,0.97246415,0,0.660733239,0.941448731,0,0.000210796,0.804116976,0.000121801,0.001722608,2.46299556,0.170399349,0.149978704,0,0.783783784,2.39021009,0.000102504,0.957728767,1.74E-05,0.000939604,2.145063024,0.635189922,0.000406472,0.755982861,6.96E-05,0.002018409,0.32,0.00042287,0.899596842,8.70E-05,0.003132014,3.736373532,0.171953013,0.488105653,0.019426049,0.527777778,3.224566288,2.28,8.495527728,0.070008328,7,10,0.896212694,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.751409831,0.340593931,1.02E-05,0.968079324,0.925156468,0.250520077,0.901102958,0.74312845,0.852838301,0.033164018,0.563279298,0,0.174793479,0.055400007,0.013557841,0.04286357,0.021591984,0.031115383,1.3,0.004758472,0.023648161,0.073828407,0.312545061,0.348954578,0.18,-512,0,0,0,0,0,84.52,352.333,1.367,3762.92,0.315052,4091,4060,4132,0.907762,0.568131,0.903898,0.101958,2.1,940.512,0.0411666,4102.24,0.011196,4105,4047,4166,0.560386,0.208834,0.937648,0.0027715,2.3,0.24696223,0.626944764,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/gss-22-s100.cnf,5000,5000,474,0.058630931,0.686520377,2.01,10,8.345058626,7,0.340026227,0.971915129,0.751863564,2.34E-05,0.241813758,0.747953735,0.851571683,0.900671037,0.925289033,0.564539833,0.171312187,0.033005143,0,0.013214315,0.021579631,0.031127238,0.042685749,0.056051716,2,0.618189711,0.251477595,./feature_computations/gss-22-s100_features_orig.csv,1.66,0.08,0.003462204,0.026543566,0.13178015,0.003462204,0.110069244
sc14-app_train_preprocessed/MD5-32-5_preprocessed.cnf,sc14-app,MD5-32-5.cnf,train,0.114650191,0.093151264,0.998741347,6,3172,3166,528,0.5,sc14-app_train_preprocessed/MD5-32-5_preprocessedi_features_preprocessed.txt,train,9534,73676,7435,73281,0.282313383,0.00539021,0.22,0.101458768,0.410793157,0.716020394,0,1,1.765172887,0.00055628,0.204309006,0.000268998,0.000806994,1.166048593,0,0.008637983,0.272035043,0,0.00055628,0.73662127,0.000109169,0.001473779,3.314207133,0.020182456,0.054290524,0,0.416666667,0.854925996,0.000160316,0.609666886,2.73E-05,0.000573136,3.112080974,0.315102141,0.000131384,0.454750376,5.46E-05,0.000272922,0.1,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,9.662531017,0.050539135,9,11,0.684972443,2.02,131.0344828,0.265279344,34,196,164,86,154,119,140,5.149175737,0.111266049,4.218181818,6.801526718,5.98125,4.463414634,5.52,4.703225806,5.073170732,2,0.064968166,1.961375776,0,0.73183308,0.256670883,1.59E-05,0.054110284,0.000323854,0.004963312,0.032515853,1.260530768,1.47E-05,0.191660339,0.11104975,0.000174602,0.041248008,0.001099252,0.022640678,1.1,0.000537996,0.000537996,0.000537996,0.000537996,0.000537996,0,-512,0,0,0,0,0,88.5,391.897,0.647819,1233.14,0.19347,1276,1232,1305,0.678248,0.848452,0.839755,0.156276,2.16,518.103,0.813818,1243.13,0.165637,1276,1240,1304,0.328909,2.68418,0.883657,0.340083,2.34,0.056113847,0.147642754,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/MD5-32-5.cnf,5000,5000,148,0.046146003,0.644502619,2.01,11,9.854205607,9,1.877428921,0.731650052,0.069473183,0,1.85E-05,0.000553581,0.006997685,0.059956354,0.312301323,1.330304313,0.179713837,0.027231026,1.63E-05,0.000101036,0.000821174,0.016679982,0.040388687,0.110454549,2,0.143813701,0.058318034,./feature_computations/MD5-32-5_features_orig.csv,1.16,0.03,0,0,0.004012036,0,0
sc14-app_train_preprocessed/countbitssrl032_preprocessed.cnf,sc14-app,countbitssrl032.cnf,train,0.132896786,0.14326603,0.94239037,14,6059,6045,432,0.5,sc14-app_train_preprocessed/countbitssrl032_preprocessedi_features_preprocessed.txt,train,18607,55724,6817,34406,1.72949978,0.619601232,0.28,0.198134046,0.458066502,0.83661691,0,1,1.530431427,0.000453647,0.438336185,0.000293384,0.004840839,1.257727656,0,0.325524618,0.672266465,0,0.000453647,1.189141408,0.000232518,0.008864733,1.875504549,0.077148871,0.057826547,0,0.636363636,1.78537344,0.000203854,1.220028503,2.91E-05,0.004098122,1.986169277,0.51008545,0.000482064,1.061091801,0.000145323,0.007091786,0.08,0.001551994,1.151029321,0.000174388,0.010317968,3.215539612,0.129926661,0.482642182,0.009404202,0.619047619,2.958451363,6.26,23.00979325,0.140441442,19,29,2.069614501,2.02,1052.166667,0.416521185,630,1795,1795,630,1491,715,957,116.2466896,0.341410611,74.95586207,200.1208914,200.1208914,74.95586207,117.7934272,96.03030303,106.9272727,1.98,0.182964815,0.706698897,1.30E-08,0.954055451,0.435108297,0.03337421,0.22143572,0.093238518,0.142520067,0.026678657,0.939462734,0,0.260243678,0.051901775,0.002146792,0.045727453,0.00981664,0.0208938,0.36,0,0.000293384,0.077013349,0.077013349,0.077013349,0.16,-512,0,0,0,0,0,67.98,352.513,0.155836,1636.92,0.0166805,1635,1598,1672,0.8851,0.324308,0.880559,0.0154177,2.12,413.054,0.0407577,1636.43,0.0187347,1641.5,1594,1672,0.336521,0.258479,0.892964,0.00643647,2.44,0.274603417,0.864334327,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/countbitssrl032.cnf,2668.23,2277.53,48,0.132409849,1.473608367,2.01,29,21.75190424,19,0.694752436,0.736792113,0.18363978,2.15E-06,0.03351375,0.092977325,0.141717493,0.221380723,0.434294495,0.978457176,0.289443873,0.026678856,0,0.002140132,0.009816999,0.019735685,0.045724238,0.051903018,2,0.892868267,0.262664781,./feature_computations/countbitssrl032_features_orig.csv,0.36,0.85,0,0.000442413,0.963132281,0.000147471,0.963132281
sc14-app_train_preprocessed/UR-20-10p0_preprocessed.cnf,sc14-app,UR-20-10p0.cnf,train,0.127684459,0.121667998,0.989875648,14,86949,86935,6210,0.5,sc14-app_train_preprocessed/UR-20-10p0_preprocessedi_features_preprocessed.txt,train,258781,1372095,137212,943153,0.885993936,0.454795775,6.18,0.145482228,0.481049202,0.857337756,0,1,1.450838468,2.06E-05,0.463419139,1.46E-05,7.29E-05,1.117799138,0,0.521094669,0.865496902,0.18,2.06E-05,0.710737062,7.42E-06,7.42E-05,3.191951052,0.229050847,0.150059271,0,0.833333333,3.044155557,1.03E-05,0.819036413,0,5.41E-05,3.078372505,0.5861435,2.25E-05,0.620577493,5.30E-06,8.69E-05,30.38,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,15.7,0.049746813,15,17,1.029653014,2.18,14,1.364017675,0,41,41,0,41,0,1,9.032520325,1.336693365,0,26.09756098,26.09756098,0,26.09756098,0,1,2,0.545516818,0.579075203,5.00E-09,0.970991256,0.883605956,0.060746554,0.839109766,0.248994778,0.650075295,0.017757758,1.043718531,1.30E-07,0.199710271,0.044532141,2.08E-05,0.024381192,0.001345009,0.014283774,5.54,0.010203189,0.104057954,0.403200886,0.403200886,0.403200886,4.82,-512,0,0,0,0,0,63.82,109482,0,0,0,0,0,0,6.63136,0,2.91929,0,2.52,16756,0,0,0,0,0,0,2.98058,0,1.11207,0,2.52,0.154655278,0.453505205,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/UR-20-10p0.cnf,3810.53,2506.64,6,0.0103354,0.167944148,2.02,19,18.96,18,0.435668158,1,0.675171214,8.00E-09,0.201528266,0.407558649,0.810904839,0.888538661,0.973271515,0.970934231,0.094583636,0.01448849,0,3.21E-07,0.001583432,0.011004862,0.020868243,0.037182943,2.04,0.541739005,0.158686783,./feature_computations/UR-20-10p0_features_orig.csv,4.46,0.98,0.001854761,0.079951122,0.376072852,0.00928108,0.376072852
sc14-app_train_preprocessed/gss-24-s100_preprocessed.cnf,sc14-app,gss-24-s100.cnf,train,0.139307854,0.153583747,0.916849978,7,10586,10579,1512,0.5,sc14-app_train_preprocessed/gss-24-s100_preprocessedi_features_preprocessed.txt,train,31821,95735,14186,58843,1.243127027,0.626956477,0.64,0.241082202,0.484002949,0.910586314,0,1,1.358052427,0.000206294,1.011432758,0.000140984,0.002326237,0.97565883,0,0.658073178,0.941063508,0.02,0.000206294,0.807125392,0.000118961,0.001716432,2.468774642,0.170578646,0.149902553,0,0.771428571,2.393741838,1.00E-04,0.958871846,1.70E-05,0.001155617,2.141258792,0.634383019,0.000393477,0.753191255,6.80E-05,0.002039325,0.32,0.000416558,0.893580799,8.50E-05,0.003279914,3.743557011,0.171365043,0.491490422,0.018317853,0.527777778,3.227843079,2.36,8.341284404,0.071622946,7,10,0.900927919,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0.75125237,0.34098999,2.17E-05,0.968380087,0.926081863,0.242784813,0.901699108,0.740313061,0.852248837,0.033052871,0.562040853,0,0.172339137,0.055495264,0.0134881,0.042647742,0.021550674,0.03086921,1.44,0.00035246,0.006414775,0.03256732,0.03256732,0.03256732,0.02,-512,0,0,0,0,0,85.3,260.909,0.700754,4166.73,0.0121686,4159,4117,4234,0.748695,0.26804,0.880073,0.0151268,2.12,1037.85,0.467652,4087.56,0.160422,4191,4125,4238,0.683779,0.797414,0.95196,0.0986138,2.32,0.20999567,0.618183335,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/gss-24-s100.cnf,5000,5000,444,0.060146653,0.717060387,2.01,10,8.261744966,7,0.341505901,0.97147884,0.751298523,1.11E-05,0.239913581,0.747308074,0.852240671,0.900851818,0.925285421,0.565054176,0.172212774,0.032968412,0,0.013477165,0.021455205,0.030959429,0.042525064,0.056001669,2,0.638769213,0.20680521,./feature_computations/gss-24-s100_features_orig.csv,1.69,0.11,0.003387438,0.019124912,0.178969654,0.003387438,0.093013409
sc14-app_train_preprocessed/MD5-28-3_preprocessed.cnf,sc14-app,MD5-28-3.cnf,train,0.11442169,0.092054303,0.999033349,6,2739,2733,456,0.5,sc14-app_train_preprocessed/MD5-28-3_preprocessedi_features_preprocessed.txt,train,8276,62509,6252,60904,0.323736404,0.026352949,0.16,0.102653356,0.411453544,0.713535133,0,1,1.765520601,0.000661362,0.204928491,0.000319898,0.000959693,1.166680533,0,0.008800736,0.274103507,0.02,0.000661362,0.730192068,0.000131354,0.001773283,3.31305434,0.019868745,0.054002867,0,0.416666667,0.828084136,0.0001919,0.603693076,3.28E-05,0.000673191,3.1081841,0.317483252,0.000156393,0.450377717,6.57E-05,0.000311966,0.08,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,9.501052632,0.053066946,9,11,0.706757485,2.02,190,0.266639253,36,277,242,144,219,166,200,5.678529377,0.124756975,4.289156627,7.648401826,6.417431193,4.742857143,6.212560386,5.202380952,5.718309859,2,0.065167924,1.950269042,0,0.731895019,0.252281049,1.57E-05,0.055257325,0.00032259,0.005453929,0.032471259,1.256450607,2.35E-05,0.219144606,0.11124634,0.000218262,0.041265886,0.00126187,0.021818808,0.88,0,0.000479846,0.002879079,0.002879079,0.002879079,0.04,-512,0,0,0,0,0,80.3,288.714,0.398779,1066.76,0.0188973,1067,1041,1088,0.656746,0.590717,0.819488,0.0381742,2.12,372.315,0.0777535,1074.33,0.0215907,1070,1042,1105,0.230911,0.583141,0.838858,0.0114166,2.36,0.058462986,0.153753788,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/MD5-28-3.cnf,5000,5000,374,0.056058804,0.792274248,2.01,11,9.646731572,9,1.864659094,0.732034427,0.069969209,0,2.18E-05,0.000585952,0.007315794,0.062642833,0.303874366,1.321193172,0.180793017,0.02723861,2.52E-05,0.000183819,0.001057778,0.018204689,0.040231376,0.110436048,2,0.172200232,0.061865302,./feature_computations/MD5-28-3_features_orig.csv,0.95,0.02,0,0,0.010721579,0,0.000340368
sc14-app_train_preprocessed/stable-400-0.1-11-98765432140011_preprocessed.cnf,sc14-app,stable-400-0.1-11-98765432140011.cnf,train,0.144349724,0.164053885,1,1,137,136,137,0.5,sc14-app_train_preprocessed/stable-400-0.1-11-98765432140011_preprocessedi_features_preprocessed.txt,train,400,30738,400,30738,0,0,0.38,0.013013208,0.316680796,1.300333313,0,1,2.553115991,0.051622178,0.958806389,0.005,0.16,2.207582847,0,0.518869152,0.518869152,0.02,0.051622178,0.136189773,0.031036502,0.071442514,5.659994266,0.85237986,0.019438123,0.77148847,0.896755162,2.05713718,0.001956861,0.354012255,0.000845859,0.003350901,3.915188445,0.391372243,0.012980513,0.000176778,0.012948142,0.012980675,0.16,-1,0,-1,0,-512,-1,0,-1,0,0,20.48,2,0,2,2,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.97442584,0.006931038,0.958102982,0.992415465,0.984672646,0.966548216,0.979086194,0.969957814,0.973367568,0.196496648,0.130649571,0.108418862,0.268353994,0.228169031,0.162269336,0.21475593,0.181047738,0.198190005,4.02,0,0.1775,0.7275,0.835,0.835,0.38,-512,0,0,0,0,0,81.08,43.6884,7.53005,171.37,0.103114,173,158,187,17.5614,0.169524,0.988589,0.085765,2.14,25.8614,0.431675,170.59,0.0970828,172.5,158,182,20.7756,0.130154,0.99837,0.00334505,2.12,0.876419492,0.910965871,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/stable-400-0.1-11-98765432140011.cnf,1611.72,1782.52,416,0.036320479,0.033232573,2.01,3,2.005333333,2,0.018057093,0.990901695,0.967890531,0.902661267,0.94027749,0.95771559,0.973688511,0.981328512,0.985179389,0.347036303,0.5,0.280369197,0.115595566,0.171403153,0.199982482,0.259577393,0.358579616,0.4329851,2.01,0.930449524,0.881013514,./feature_computations/stable-400-0.1-11-98765432140011_features_orig.csv,2.28,6.82,0,0,0,0,0
sc14-app_train_preprocessed/ctl_4291_567_5_unsat_pre_preprocessed.cnf,sc14-app,ctl_4291_567_5_unsat_pre.cnf,train,0.10643401,0.103213546,0.994485294,4,5055,5051,1263,0.5,sc14-app_train_preprocessed/ctl_4291_567_5_unsat_pre_preprocessedi_features_preprocessed.txt,train,15232,134756,15232,134756,0,0,0.28,0.113033928,0.42149762,0.870117171,0,1,1.340807334,0.000225237,0.229688874,0.000131303,0.000262605,0.928966999,0,0.187880317,0.381311407,0.02,0.000225237,0.763840681,4.45E-05,0.000838553,3.676543702,0.052782975,0.051651099,0,0.428571429,2.421525836,8.79E-05,0.76636565,7.42E-06,0.000497195,3.238965031,0.429316691,0.00036617,0.757137929,6.68E-05,0.001224435,0.42,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,8.925714286,0.029379754,8,9,0.264586271,2.02,4006,0,4006,4006,4006,4006,4006,4006,4006,29.87868198,0,29.87868198,29.87868198,29.87868198,29.87868198,29.87868198,29.87868198,29.87868198,2,0.216143379,0.893900852,5.43E-06,0.956287376,0.490247791,0.022141517,0.324358569,0.061104763,0.158688027,0.018122907,1.370867412,0,0.170114502,0.048505285,6.55E-06,0.028783259,0.000384623,0.0063125,2.38,0.000919118,0.035517332,0.128479517,0.46303834,0.589417017,0.88,-512,0,0,0,0,0,62.3,272.5,1.79564,4497.75,0.0205018,4485.5,4350,4605,0.943055,0.623836,0.851974,0.0445814,2.12,238.9,0.167799,4510.2,0.0223869,4506,4373,4619,0.195121,0.40314,0.850568,0.00947803,2.34,0.354935724,0.883180651,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/ctl_4291_567_5_unsat_pre.cnf,5000,5000,26,0.058818999,0.686107326,2.01,9,8.440740741,8,0.894085525,0.95542968,0.216210376,3.59E-06,0.022139603,0.061089816,0.158779704,0.324462664,0.490005913,1.370990036,0.170877619,0.018124406,0,6.55E-06,0.00038462,0.006312449,0.02878767,0.048513633,2,0.833110511,0.361410927,./feature_computations/ctl_4291_567_5_unsat_pre_features_orig.csv,2.38,0.2,0.029805672,0.251969538,0.48542542,0.087841387,0.48542542
