,DIAMETER-coeff-variation,DIAMETER-entropy,DIAMETER-featuretime,DIAMETER-max,DIAMETER-mean,DIAMETER-min,SP-bias-coeff-variation,SP-bias-max,SP-bias-mean,SP-bias-min,SP-bias-q10,SP-bias-q25,SP-bias-q50,SP-bias-q75,SP-bias-q90,SP-unconstraint-coeff-variation,SP-unconstraint-max,SP-unconstraint-mean,SP-unconstraint-min,SP-unconstraint-q10,SP-unconstraint-q25,SP-unconstraint-q50,SP-unconstraint-q75,SP-unconstraint-q90,lobjois-featuretime,lobjois-log-num-nodes-over-vars,lobjois-mean-depth-over-vars,name,sp-featuretime,unit-featuretime,vars-reduced-depth-1,vars-reduced-depth-16,vars-reduced-depth-256,vars-reduced-depth-4,vars-reduced-depth-64
119,0.054271646,0.51435594,2.01,8.0,7.083870968,6.0,0.600675406,0.844137151,0.213676923,5.949e-06,0.053243222,0.108808015,0.213418581,0.292285682,0.358401509,1.11315991,0.219595972,0.016413124,2.6163e-05,5.6065e-05,0.006769039,0.012737082,0.018202368,0.039326458,2.0,0.238066323,0.095785714,./feature_computations/010-23-80_features_0.csv,2.32,0.14,0.0,0.001698754,0.030294451,0.000566251,0.002831257
120,0.111120797,1.144875503,2.01,11.0,8.631043257,7.0,0.651048011,1.0,0.383295909,0.0,0.061471005,0.160080534,0.369852493,0.590356322,0.73525203,0.849173052,0.43000986,0.072501402,-0.0,0.005281676,0.029168799,0.058608962,0.103220126,0.140758801,2.0,0.429283684,0.13557572,./feature_computations/6s13-opt_features_orig.csv,2.31,0.3,0.0,0.012746568,0.020359903,5.7677e-05,0.019437075
121,0.098867442,1.19647831,2.01,12.0,8.893992933,7.0,0.641048444,1.0,0.38546154,0.0,0.066446149,0.171482696,0.370889737,0.573460418,0.724384497,0.830749212,0.471844298,0.070730991,-0.0,0.002786124,0.026374933,0.057731959,0.103775007,0.149037157,2.0,0.490705388,0.132707612,./feature_computations/6s13-opt_features_0.csv,2.24,0.5,0.000117925,0.00053066,0.032783019,0.000176887,0.027122642
122,0.107233246,1.185004611,2.01,11.0,8.682926829,7.0,0.670798997,1.0,0.374432131,0.0,0.055604927,0.151763871,0.347463798,0.585904626,0.734688335,0.859256074,0.565925027,0.074632066,-0.0,0.004301554,0.028019021,0.060903802,0.108936723,0.144986072,2.0,0.41314824,0.139571331,./feature_computations/6s17-opt_features_orig.csv,2.26,0.25,0.0,0.003259619,0.016170267,6.3914e-05,0.016170267
123,0.09476692,1.186236228,2.01,11.0,8.833865815,7.0,0.661240591,1.0,0.378297252,0.0,0.058825107,0.159959566,0.359103069,0.566976443,0.725967583,0.843668812,0.475695454,0.072261826,-0.0,0.002243566,0.024849213,0.060001471,0.108453132,0.151400004,2.0,0.525807514,0.143305926,./feature_computations/6s17-opt_features_0.csv,2.29,0.98,0.002948306,0.00347245,0.067024831,0.003079342,0.021489877
124,0.078072379,0.974291266,2.01,11.0,8.51457976,7.0,0.656230797,1.0,0.335584082,2e-08,0.056563754,0.152015574,0.306524474,0.508517349,0.647156384,0.87070921,0.380410061,0.076246018,-0.0,0.002947928,0.025763063,0.060142909,0.116457975,0.148633135,2.0,0.665347181,0.125135242,./feature_computations/6s184_features_orig.csv,1.28,0.25,0.0,0.004317712,0.054870918,0.000539714,0.054870918
125,0.095218304,1.191413268,2.01,11.0,8.646186441,7.0,0.647809574,1.0,0.369134245,0.0,0.070508474,0.170308896,0.348907334,0.531525412,0.709269952,0.845566287,0.348773159,0.072808044,0.0,0.001752873,0.022890566,0.059056676,0.113142508,0.156781196,2.0,0.464127226,0.143813695,./feature_computations/6s184_features_0.csv,2.16,0.36,0.0,0.000183891,0.060224347,9.1946e-05,0.041743288
126,0.0833953,0.798556431,2.01,8.0,6.522510232,5.0,0.424366193,1.0,0.634272645,0.001577841,0.179994803,0.45417434,0.719462605,0.861244912,0.882699045,0.965887851,0.448618975,0.052470513,0.0,0.000226322,0.006874083,0.043490763,0.085819767,0.09489444,2.0,0.460083377,0.209201227,./feature_computations/minxorminand064_features_orig.csv,2.15,1.71,0.0,0.001647107,0.026559605,0.000205888,0.007000206
127,0.073917807,0.67000898,2.01,7.0,6.607142857,6.0,0.482440063,0.999606054,0.594907771,0.000233608,0.111600198,0.400927064,0.668875586,0.844867237,0.886716583,1.074855911,0.421877555,0.051543962,-0.0,0.000169137,0.005125825,0.03113778,0.085253985,0.12377214,2.0,0.444855448,0.231846608,./feature_computations/minxorminand064_features_0.csv,2.29,2.49,0.0,0.000980633,0.122333905,0.0,0.004412846
128,0.01440401,0.79631164,2.21,51.0,50.571428571,49.0,0.503382547,1.0,0.569816352,0.0,0.137418927,0.326331925,0.635179895,0.814700582,0.905807775,0.522482835,1.0,0.27083993,-0.0,0.078054451,0.164551037,0.261448363,0.37961776,0.5,2.01,0.01352352,0.003542729,./feature_computations/SAT_dat.k100-24_1_rule_2_features_orig.csv,13.72,0.27,0.0,0.000683619,0.000731761,0.000325441,0.000731761
129,0.0,-0.0,2.69,53.0,53.0,53.0,0.550473955,1.0,0.49272385,0.0,0.110048835,0.270428507,0.507014347,0.713939109,0.849255416,0.492139062,1.0,0.312976824,-0.0,0.077000919,0.194558253,0.336713996,0.447303857,0.5,2.0,0.016358622,0.004147296,./feature_computations/SAT_dat.k100-24_1_rule_2_features_0.csv,22.82,2.02,0.0,0.00101877,0.005758936,0.000121099,0.004540256
130,0.031689193,0.20647844,2.01,8.0,7.052730697,7.0,0.626049618,0.833365659,0.215849951,0.000124712,0.046784486,0.106102366,0.21907138,0.29761904,0.366312187,1.080888484,0.224946727,0.018616584,2.5354e-05,6.0471e-05,0.007067988,0.013868302,0.022469826,0.041830822,2.0,0.204884071,0.077688616,./feature_computations/006-22-144_features_orig.csv,1.77,0.01,0.00061237,0.013778322,0.017452541,0.004286589,0.017452541
131,0.056021994,0.538902464,2.01,8.0,7.046468401,6.0,0.626105554,0.83556338,0.216016934,0.000179619,0.046178201,0.106156878,0.219084356,0.297658845,0.366801618,1.080183624,0.224972808,0.018588721,2.5354e-05,6.021e-05,0.007068396,0.013860745,0.02244465,0.04182205,2.0,0.228120024,0.075219125,./feature_computations/006-22-144_features_0.csv,1.77,0.03,0.0,0.00183711,0.025719535,0.00061237,0.014696877
132,0.036465068,0.033457278,2.01,3.0,2.005376344,2.0,0.005976658,0.991950749,0.974085759,0.95792675,0.966852568,0.970189628,0.973570476,0.977812296,0.982320043,0.152086339,0.267786555,0.194895491,0.090864121,0.156393178,0.174329938,0.194229393,0.217081813,0.235734448,2.0,0.928721547,0.883045775,./feature_computations/stable-400-0.1-4-9876543214004_features_orig.csv,4.28,7.17,0.0,0.0,0.0,0.0,0.0
133,0.03690942,0.034151492,2.01,3.0,2.005509642,2.0,0.018810583,0.991487482,0.967732028,0.910128724,0.940200081,0.956950666,0.973540592,0.981598176,0.985687373,0.352435848,0.5,0.279472856,0.110078525,0.167832369,0.199911143,0.262083959,0.354144262,0.434739778,2.0,0.935228091,0.882535714,./feature_computations/stable-400-0.1-4-9876543214004_features_0.csv,2.28,7.28,0.0,0.0,0.0,0.0,0.0
134,0.004807028,0.81004301,2.03,117.0,115.5625,115.0,0.473935001,1.0,0.647476245,4.49e-06,0.166306599,0.351200101,0.79264962,0.888315493,0.950434618,0.989907786,0.086081098,0.018588546,-0.0,7.35e-07,0.001916449,0.009396387,0.034173124,0.046065753,2.0,0.746453951,0.163652235,./feature_computations/UTI-20-10p0_features_orig.csv,4.46,14.73,7.23e-06,0.000289207,0.025175513,2.8921e-05,0.005841991
135,0.162438419,2.67011989,2.05,119.0,97.235294118,67.0,0.649241851,0.979902284,0.505662907,3.2e-08,0.041582323,0.169532493,0.622633526,0.816158581,0.871091354,0.992608326,0.258245768,0.020553202,7e-08,4.988e-06,0.002029608,0.017715319,0.032232149,0.046068822,2.22,0.495113942,0.17688587,./feature_computations/UTI-20-10p0_features_0.csv,5.3,39.49,0.0,0.063588743,0.262100358,0.017853401,0.110913623
136,0.061220582,0.633087779,2.01,8.0,7.671532847,7.0,0.568988142,1.0,0.562617155,4.6516e-05,0.139379221,0.250556963,0.554302683,0.88943068,0.998563612,2.105972959,0.452467762,0.039735808,-0.0,6e-09,8.852e-06,0.001048193,0.023617405,0.159227076,2.0,0.504727571,0.197986073,./feature_computations/atco_enc2_opt2_10_21_features_orig.csv,2.63,0.43,0.0,0.0,0.0,0.0,0.0
137,0.079518844,0.998525104,2.01,10.0,8.311965812,7.0,0.562870187,1.0,0.5651765,0.000798081,0.145657776,0.256291532,0.557941305,0.889925259,0.998622327,2.095513874,0.449986643,0.039911697,-0.0,1.2e-08,9.365e-06,0.001114444,0.023623522,0.1586761,2.0,0.445975817,0.20112468,./feature_computations/atco_enc2_opt2_10_21_features_0.csv,2.39,0.13,0.000452216,0.041302382,0.1178776,0.007084715,0.1178776
138,0.014301358,0.376770161,2.01,24.0,23.125,23.0,0.720606583,0.999914478,0.445249475,4.934e-06,0.061511477,0.149731851,0.359329378,0.789305862,0.885854002,0.71437575,0.078576945,0.019624541,0.0,0.001243824,0.007072759,0.02132116,0.025823197,0.038585271,2.01,0.796806614,0.26346075,./feature_computations/ACG-20-5p1_features_orig.csv,4.64,0.42,0.46079183,0.677089323,0.677089323,0.677089323,0.677089323
139,0.052654789,1.415369135,2.05,25.0,23.0,21.0,0.790438596,0.976183856,0.391211865,3.056e-06,0.04441212,0.116393668,0.284092735,0.74319712,0.846197322,0.767525817,0.251565315,0.030961724,9e-08,0.003655914,0.015329628,0.027203482,0.040603094,0.060683836,2.18,0.786239144,0.366123992,./feature_computations/ACG-20-5p1_features_0.csv,5.29,21.33,0.005896141,0.019505415,0.216108547,0.01567156,0.110563994
140,0.018867925,0.950270539,2.25,43.0,42.4,41.0,0.503485092,1.0,0.569705619,0.0,0.137236019,0.325964326,0.634966977,0.814546799,0.905687194,0.522429708,1.0,0.270903667,-0.0,0.078101449,0.164615508,0.261448363,0.379756287,0.5,2.0,0.059062432,0.004261053,./feature_computations/SAT_dat.k85-24_1_rule_2_features_orig.csv,12.63,0.22,0.0,0.000828106,0.000886423,0.000394225,0.000886423
141,0.0,-0.0,2.65,35.0,35.0,35.0,0.549736439,1.0,0.493086038,0.0,0.111111111,0.270833988,0.507772021,0.713836485,0.848545343,0.492087472,1.0,0.312891716,-0.0,0.0772255,0.1947923,0.335920306,0.44732577,0.5,2.03,0.048532564,0.004164892,./feature_computations/SAT_dat.k85-24_1_rule_2_features_0.csv,20.5,0.69,4.672e-06,0.002999727,0.003153918,0.000147183,0.003153918
142,0.008034353,0.132691421,2.01,22.0,21.029411765,21.0,0.511991407,1.0,0.617658895,6e-09,0.123595929,0.326064747,0.771090412,0.879681905,0.928202523,0.977911128,0.083925598,0.018977926,-0.0,7.84e-07,0.002350259,0.009849625,0.034784675,0.046074155,2.02,0.685245666,0.137958286,./feature_computations/UCG-20-5p0_features_orig.csv,4.07,1.6,0.001646765,0.069958541,0.585793137,0.008159347,0.585793137
143,0.065454762,1.46906586,2.05,22.0,19.958333333,17.0,0.642811434,0.985560058,0.508493097,1.8e-08,0.045944355,0.171487979,0.634234836,0.816286102,0.87149038,0.98148404,0.223916695,0.020715695,6.6e-08,3.38e-06,0.002289621,0.018207518,0.032250281,0.04613516,2.02,0.650729282,0.095661912,./feature_computations/UCG-20-5p0_features_0.csv,4.05,22.26,6.6139e-05,0.001049951,0.139122671,0.000165347,0.037880917
144,0.059957809,0.666775073,2.01,9.0,7.813559322,7.0,0.484842396,1.0,0.548400458,7.55e-05,0.160788411,0.316653601,0.604130999,0.7539827,0.871395069,1.31219825,0.474927773,0.056362052,-0.0,7.44e-06,0.004548065,0.029687902,0.065731507,0.189977792,2.0,0.28741251,0.109023858,./feature_computations/atco_enc1_opt1_10_21_features_orig.csv,2.67,0.43,0.0,0.0,0.0,0.0,0.0
145,0.087210191,1.148553954,2.01,12.0,9.097222222,8.0,0.501268055,1.0,0.542096168,0.000161311,0.151702506,0.294468797,0.596404249,0.759043517,0.86523661,1.287543445,0.481838904,0.057836889,-0.0,9.227e-06,0.004096429,0.031957459,0.066766264,0.19535715,2.0,0.294120778,0.103373393,./feature_computations/atco_enc1_opt1_10_21_features_0.csv,2.68,0.09,0.0,0.03571588,0.057859726,0.000535738,0.057859726
146,0.0,-0.0,2.01,3.0,3.0,3.0,0.155621563,0.988576799,0.817341059,0.084284287,0.636259259,0.759894537,0.85771535,0.908309554,0.93702342,1.883043914,0.006857011,0.000401654,0.0,3e-08,2.59e-07,2.3854e-05,0.00049818,0.001162247,2.0,0.797308434,0.538319559,./feature_computations/complete-300-0.1-4-9876543213004_features_orig.csv,2.47,0.12,0.091666667,0.985,0.985,0.283333333,0.985
147,0.0,-0.0,1.85,3.0,3.0,3.0,0.240480601,0.973352686,0.789087651,0.013309721,0.528042339,0.750266332,0.859504853,0.912940086,0.940557275,2.168072685,0.007274381,0.000318696,0.0,2e-09,3.7e-08,1.3752e-05,0.000344483,0.000948989,2.0,0.83067216,0.55019909,./feature_computations/complete-300-0.1-4-9876543213004_features_0.csv,2.37,0.21,0.086666667,0.401666667,0.966666667,0.266666667,0.966666667
148,0.046146003,0.644502619,2.01,11.0,9.854205607,9.0,1.877428921,0.731650052,0.069473183,0.0,1.8503e-05,0.000553581,0.006997685,0.059956354,0.312301323,1.330304313,0.179713837,0.027231026,1.6344e-05,0.000101036,0.000821174,0.016679982,0.040388687,0.110454549,2.0,0.143813701,0.058318034,./feature_computations/MD5-32-5_features_orig.csv,1.16,0.03,0.0,0.0,0.004012036,0.0,0.0
149,0.05225641,0.758797453,2.01,11.0,9.855913978,9.0,1.919383641,0.7290271,0.067202563,0.0,1.7813e-05,0.000393118,0.006152934,0.056693626,0.286265706,1.290959602,0.188371669,0.030166791,1.535e-05,0.000125898,0.000970753,0.020835669,0.041252059,0.110737936,2.0,0.160973738,0.059861301,./feature_computations/MD5-32-5_features_0.csv,1.28,0.07,0.0,0.000138313,0.004011065,0.0,0.000414938
150,0.048765985,0.636514168,2.25,10.0,9.666666667,9.0,0.354193166,1.0,0.747495762,0.0,0.331584291,0.544449185,0.84883424,0.978413036,0.999997187,1.377539509,1.0,0.104842472,-0.0,0.0,0.0,0.006849605,0.186326946,0.356587812,2.1,0.164430756,0.095140413,./feature_computations/atco_enc1_opt2_20_12_features_orig.csv,18.14,8.39,0.0,0.0,0.0,0.0,0.0
151,0.043478261,0.693147181,2.12,12.0,11.5,11.0,0.692295577,1.0,0.479320553,0.0,0.036583195,0.15295635,0.476234723,0.784187567,0.932832462,1.205734077,1.0,0.161608953,-0.0,6.8e-08,0.000214325,0.045967059,0.33246636,0.498806683,2.26,0.171024849,0.122607952,./feature_computations/atco_enc1_opt2_20_12_features_0.csv,22.18,6.9,0.001887769,0.011550347,0.094332499,0.002642876,0.057723771
152,0.148266803,0.859878564,2.01,5.0,3.869822485,3.0,0.432929794,0.963759628,0.544124455,0.009565499,0.141888606,0.476057389,0.544668601,0.591993052,0.939448132,3.104997918,0.171860363,0.005403608,-0.0,0.0,0.0,6.22e-07,0.000346358,0.023181599,2.0,0.838481777,0.512320658,./feature_computations/rbcl_xits_08_UNSAT_features_orig.csv,2.23,4.57,0.0,0.0,0.581913499,0.0,0.0
153,0.127357678,0.734046052,2.01,5.0,3.924290221,3.0,0.417440035,0.963759628,0.543487496,0.003614767,0.209159142,0.458111769,0.550315593,0.607252168,0.94437307,3.095111879,0.156747499,0.004881826,-0.0,0.0,0.0,6.63e-07,0.000597133,0.015332749,2.0,0.799306489,0.499015479,./feature_computations/rbcl_xits_08_UNSAT_features_0.csv,2.3,1.58,0.006426735,0.082262211,0.345758355,0.014138817,0.158097686
154,0.04655302,0.436895803,2.01,8.0,7.841666667,7.0,0.540692608,1.0,0.592959343,0.0,0.103555994,0.329641566,0.637710775,0.906180762,0.99656256,2.01368427,0.518767641,0.035103091,-0.0,1e-09,3.12e-07,0.001314675,0.028587612,0.133366291,2.01,0.391140896,0.146756546,./feature_computations/atco_enc2_opt2_05_4_features_orig.csv,3.3,0.38,0.0,0.0,0.0,0.0,0.0
155,0.067666773,0.834830774,2.02,10.0,8.26,7.0,0.535305286,1.0,0.589573784,0.0,0.103555252,0.331040577,0.625358246,0.889156034,0.981050129,1.912295921,0.487850956,0.035884029,-0.0,1e-09,4.74e-07,0.002508302,0.032606242,0.131861769,2.02,0.453629817,0.151155844,./feature_computations/atco_enc2_opt2_05_4_features_0.csv,3.15,0.18,0.0,0.038701501,0.109183077,0.010625853,0.109183077
156,0.0,-0.0,2.01,7.0,7.0,7.0,0.628460964,0.835558463,0.216163614,3.19e-06,0.046867127,0.10474325,0.21940654,0.297275719,0.365567386,1.082199391,0.243418057,0.019376186,2.5087e-05,6.166e-05,0.007171961,0.014117771,0.023241009,0.042557349,2.0,0.199134998,0.074992761,./feature_computations/004-22-160_features_orig.csv,1.62,0.0,0.0,0.002177971,0.002177971,0.002177971,0.002177971
157,0.049453296,0.446946795,2.01,8.0,6.97826087,6.0,0.628511168,0.835566542,0.216327339,1.95e-05,0.046709685,0.104960686,0.21945819,0.297447668,0.366090222,1.0828612,0.243471815,0.019358376,2.5084e-05,6.1599e-05,0.007171925,0.014103078,0.023231094,0.042555122,2.0,0.205177578,0.076608877,./feature_computations/004-22-160_features_0.csv,1.74,0.01,0.0,0.001866833,0.013690106,0.000622278,0.009956441
158,0.0,-0.0,2.02,4.0,4.0,4.0,0.295914248,1.0,0.882099207,0.0,0.541990317,0.961280352,0.997463304,0.999945459,0.999996425,1.824279887,1.0,0.078287395,0.0,4.471e-06,6.9135e-05,0.003394681,0.05461766,0.345268542,2.05,0.705815118,0.321630878,./feature_computations/7pipe_k_features_orig.csv,4.54,91.22,0.003271905,0.003271905,0.035076745,0.003271905,0.00654381
159,0.105062001,0.664064127,2.04,5.0,4.62,4.0,0.440714446,1.0,0.662613342,0.0,0.2,0.449115483,0.720593858,0.929045092,0.996950304,0.734108825,1.0,0.265474766,-0.0,0.000842506,0.047282786,0.29449973,0.464968098,0.499999613,2.1,0.787668757,0.278062035,./feature_computations/7pipe_k_features_0.csv,4.66,99.88,0.0,0.0,0.024010822,0.0,0.003671675
160,0.095314235,1.011986127,2.01,9.0,7.141601562,6.0,1.932345485,1.0,0.077625709,0.0,0.0,0.0,6.9708e-05,0.085171591,0.289411562,0.783029364,0.351517876,0.109536078,-0.0,0.000518183,0.029714186,0.094650801,0.175637863,0.222168151,2.0,0.731744687,0.068537622,./feature_computations/bob12s02_features_orig.csv,0.58,1.23,0.0,0.0,0.014419268,0.0,0.001901442
161,0.096757765,1.129847962,2.01,9.0,7.831372549,6.0,1.830109055,0.999988303,0.102261002,0.0,0.0,0.0,0.000151735,0.129277169,0.368724835,0.742109083,0.34341585,0.11189215,-0.0,0.000507757,0.034356562,0.114299586,0.176306614,0.227615934,2.0,0.738454649,0.134262716,./feature_computations/bob12s02_features_0.csv,1.23,0.49,0.0,0.003931275,0.019073966,0.002766453,0.009755387
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,0.088162471,1.024319325,2.01,11.0,8.556231003,7.0,0.680617453,1.0,0.336572247,1.06e-07,0.054949281,0.143328394,0.30110223,0.514781772,0.661458435,0.903116326,0.374275987,0.07363973,-0.0,0.00296989,0.024838471,0.056239243,0.111058581,0.148941912,2.0,0.815955314,0.121436588,./feature_computations/6s16-opt_features_orig.csv,1.75,0.13,0.0,0.00186238,0.022642619,9.802e-05,0.022642619
165,0.097884267,1.190799813,2.01,11.0,8.665644172,7.0,0.668599916,1.0,0.366140209,0.0,0.060521949,0.158557901,0.342674585,0.545190413,0.706348447,0.868904116,0.421724524,0.072308128,-0.0,0.001970513,0.02243615,0.055749111,0.112962962,0.157018314,2.0,0.564427285,0.137347065,./feature_computations/6s16-opt_features_0.csv,1.9,0.75,0.0,0.001175203,0.107531094,0.000195867,0.01958672
166,0.044704877,0.968336244,2.01,18.0,16.490825688,15.0,0.822509512,1.0,0.196471722,0.0,0.056455172,0.148763709,0.15597388,0.19186826,0.400681934,0.990542811,1.0,0.064546611,-0.0,0.025084827,0.038346919,0.05048,0.061679656,0.121334754,2.0,0.176998032,0.045988617,./feature_computations/itox_vc1130_features_orig.csv,2.51,0.17,0.001590975,0.002314145,0.005038087,0.001735609,0.004218494
167,0.108945152,1.903816526,2.01,22.0,16.914728682,14.0,0.790815915,1.0,0.192892251,0.0,0.052625412,0.148731112,0.15599204,0.191828676,0.375502717,0.962327064,1.0,0.065545164,-0.0,0.025773509,0.038363787,0.050538257,0.061694392,0.13510929,2.0,0.134106608,0.047361617,./feature_computations/itox_vc1130_features_0.csv,2.54,0.9,0.0,0.001097989,0.043675581,0.0,0.011980285
168,0.0,-0.0,2.01,7.0,7.0,7.0,0.623079345,0.835569853,0.21988902,0.000184064,0.049285783,0.109036298,0.221792567,0.299341293,0.369573236,1.085439412,0.244549781,0.019363263,2.3837e-05,6.1365e-05,0.007190208,0.014224634,0.023471941,0.042339301,2.0,0.212197517,0.073595583,./feature_computations/006-22-160_features_orig.csv,1.64,0.0,0.0,0.011200996,0.012445551,0.001866833,0.012445551
169,0.048514603,0.43279354,2.01,8.0,6.967567568,6.0,0.623424345,0.835577777,0.219967261,0.000223455,0.04928713,0.109036732,0.221830949,0.299338585,0.369465869,1.08711492,0.244591564,0.019359141,2.3836e-05,6.113e-05,0.007190304,0.014221489,0.023453643,0.04233571,2.0,0.213733869,0.07194129,./feature_computations/006-22-160_features_0.csv,1.74,0.01,0.0,0.00248911,0.007156192,0.000622278,0.007156192
170,0.156259722,1.989802197,2.01,20.0,15.901360544,2.0,0.823622512,1.0,0.3711821,0.0,0.0,0.047464595,0.358935968,0.660567934,0.778722887,0.873920659,0.836512171,0.089663906,-0.0,0.006890246,0.027847755,0.066469781,0.14710507,0.176133042,2.0,0.356741122,0.148223107,./feature_computations/6s153_features_orig.csv,1.87,0.02,0.0,0.001508399,0.001508399,0.000342818,0.001508399
171,0.110968677,1.727476186,2.01,16.0,12.598639456,10.0,0.864783272,1.0,0.353363483,0.0,0.0,0.02459813,0.335545737,0.618193894,0.791628928,0.869762293,0.997975595,0.091227612,-0.0,0.006851664,0.028473707,0.069067865,0.148242083,0.181442726,2.0,0.283486477,0.100354281,./feature_computations/6s153_features_0.csv,2.29,0.26,0.000182371,0.005106383,0.01343465,0.000243161,0.009969605
172,0.0,-0.0,2.6,4.0,4.0,4.0,0.215703214,1.0,0.913023877,0.0,0.500000145,0.974803001,0.998709528,0.99996094,0.99999844,2.24592497,0.5,0.057113678,-0.0,7.19e-07,3.0146e-05,0.001224229,0.023276459,0.241138324,2.54,0.551617865,0.383844756,./feature_computations/9vliw_m_9stages_iq3_C1_bug10_features_orig.csv,171.31,648.31,0.0,0.0,0.0,0.0,0.0
173,0.0,-0.0,2.43,0.0,0.0,0.0,0.379078558,1.0,0.734451945,0.0,0.289739939,0.512270209,0.840537291,0.98168021,0.998944373,1.02268863,1.0,0.180642571,-0.0,9.4705e-05,0.007278317,0.11075502,0.334655616,0.5,3.18,0.497560835,0.448423152,./feature_computations/9vliw_m_9stages_iq3_C1_bug10_features_0.csv,293.89,1011.07,0.0,0.0,0.000829194,0.0,0.000394953
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0.0,-0.0,2.32,4.0,4.0,4.0,0.320847216,1.0,0.863417868,0.0,0.353013643,0.924730568,0.99182299,0.99963619,0.999997243,1.635481982,1.0,0.087690646,-0.0,4.152e-06,0.000513043,0.010982196,0.108604598,0.341192568,2.5,0.534954851,0.39277381,./feature_computations/9dlx_vliw_at_b_iq6.used-as.sat04-347_features_orig.csv,25.05,681.71,0.000255952,0.001636905,0.004541667,0.000970238,0.003160714
177,0.0,-0.0,2.16,5.0,5.0,5.0,0.437504727,1.0,0.671330553,0.0,0.207841135,0.448561214,0.752000514,0.935685581,0.994416944,0.764516505,1.0,0.236308407,-0.0,0.002593559,0.055071035,0.222725106,0.41176919,0.5,2.3,0.598977611,0.252826836,./feature_computations/9dlx_vliw_at_b_iq6.used-as.sat04-347_features_0.csv,25.76,599.17,0.0,0.000505817,0.228867268,0.0,0.001202059
178,0.055243075,0.776705238,2.01,11.0,9.640056022,9.0,1.866365373,0.732034049,0.069665238,0.0,2.1677e-05,0.000576174,0.007237292,0.062156038,0.288999962,1.32158144,0.180776524,0.027227064,2.5167e-05,0.000183819,0.001046213,0.018192132,0.040231376,0.110436048,2.0,0.168389618,0.062977742,./feature_computations/MD5-28-4_features_orig.csv,0.95,0.03,0.0,0.0,0.014635807,0.0,0.000340368
179,0.055230413,0.7829206,2.01,11.0,9.676751592,9.0,1.903471724,0.73209011,0.067672704,0.0,1.9047e-05,0.000433647,0.006387914,0.057350107,0.25712687,1.288166325,0.189402678,0.029866546,2.3718e-05,0.000193881,0.001136543,0.020772101,0.04126194,0.110764455,2.0,0.156722492,0.06101106,./feature_computations/MD5-28-4_features_0.csv,1.01,0.06,0.0,0.0,0.00775066,0.0,0.001649077
180,0.031955957,0.209243777,2.01,8.0,7.053691275,7.0,0.603929167,0.835598781,0.214360423,0.00026112,0.0527268,0.107562353,0.215595756,0.293612291,0.357941287,1.111804588,0.221093137,0.016244615,2.0409e-05,5.5719e-05,0.006638088,0.012486843,0.017646425,0.039683803,2.0,0.23914606,0.088619064,./feature_computations/006-23-80_features_orig.csv,2.33,0.0,0.00084246,0.00168492,0.00168492,0.00168492,0.00168492
181,0.06147193,0.613810353,2.01,8.0,7.092378753,6.0,0.602333309,0.84626664,0.214170148,0.000279867,0.052726956,0.107868578,0.216120796,0.293406108,0.357899227,1.114195271,0.221742785,0.016146385,2.6148e-05,5.5718e-05,0.006604557,0.012367084,0.01755771,0.039493364,2.0,0.22071828,0.0915022,./feature_computations/006-23-80_features_0.csv,2.4,0.12,0.0,0.001125176,0.014064698,0.000562588,0.001969058
182,0.012869696,0.278769372,2.02,22.0,21.08,21.0,0.57849631,1.0,0.581298609,2e-09,0.051646874,0.25540461,0.773445643,0.872320632,0.904416658,1.066986179,0.094975636,0.019903473,-0.0,5.189e-06,0.002109047,0.006848258,0.037516974,0.051570745,2.02,0.671605728,0.209915117,./feature_computations/UCG-15-10p0_features_orig.csv,3.58,1.53,0.003428863,0.424530619,0.562638162,0.013813702,0.562638162
183,0.07735152,1.51669033,2.04,22.0,19.896551724,17.0,0.637482644,0.968445051,0.515081262,2e-09,0.045892236,0.16815562,0.636966012,0.823203275,0.874544674,1.169767706,0.110651668,0.019081405,1.35e-07,5.661e-06,0.001753266,0.005263245,0.036398651,0.053024487,2.01,0.661897002,0.200462404,./feature_computations/UCG-15-10p0_features_0.csv,4.08,13.96,0.0,0.003669617,0.187415373,0.001883867,0.023204929
184,0.0,-0.0,2.01,3.0,3.0,3.0,0.119930866,0.990048011,0.864338037,0.611476119,0.739905197,0.765897986,0.882233971,0.971906337,0.98195851,0.292482993,0.5,0.260068001,0.090542106,0.156297204,0.210326281,0.262723551,0.297879535,0.347296936,2.01,0.85601975,0.541780822,./feature_computations/complete-400-0.1-7-9876543214007_features_orig.csv,2.37,0.27,0.1075,0.9875,0.9875,0.2975,0.9875
185,0.0,-0.0,2.01,3.0,3.0,3.0,0.517691813,0.99999953,0.6524328,0.004896443,0.222739658,0.346384624,0.638593331,0.998869658,0.999962625,0.828275573,0.5,0.2487383,1e-09,0.000193566,0.003831424,0.380078292,0.441189203,0.462120341,2.01,0.83495059,0.549383446,./feature_computations/complete-400-0.1-7-9876543214007_features_0.csv,2.38,0.32,0.10625,0.98375,0.98375,0.19125,0.98375
